"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_km","duration_seconds"
"Pull workout 1","18 Aug 2021, 13:20","18 Aug 2021, 14:27","","Lat Pulldown (Cable)",,"",1,"normal",65,10,,
"Pull workout 1","18 Aug 2021, 13:20","18 Aug 2021, 14:27","","Lat Pulldown (Cable)",,"",2,"normal",65,8,,
"Pull workout 1","18 Aug 2021, 13:20","18 Aug 2021, 14:27","","Bent Over Row (Barbell)",,"",0,"normal",30,22,,
"Pull workout 1","18 Aug 2021, 13:20","18 Aug 2021, 14:27","","Bent Over Row (Barbell)",,"",1,"normal",30,21,,
"Pull workout 1","18 Aug 2021, 13:20","18 Aug 2021, 14:27","","Bent Over Row (Barbell)",,"",2,"normal",30,18,,
"Pull workout 1","18 Aug 2021, 13:20","18 Aug 2021, 14:27","","Bicep Curl (Barbell)",,"",0,"normal",30,14,,
"Pull workout 1","18 Aug 2021, 13:20","18 Aug 2021, 14:27","","Bicep Curl (Barbell)",,"",1,"normal",30,12,,
"Pull workout 1","18 Aug 2021, 13:20","18 Aug 2021, 14:27","","Arnold Press (Dumbbell)",,"",0,"normal",20,22,,
"Pull workout 1","18 Aug 2021, 13:20","18 Aug 2021, 14:27","","Arnold Press (Dumbbell)",,"",1,"normal",30,12,,
"Pull workout 1","18 Aug 2021, 13:20","18 Aug 2021, 14:27","","Arnold Press (Dumbbell)",,"",2,"normal",30,10,,
"Pull workout 1","18 Aug 2021, 13:20","18 Aug 2021, 14:27","","Dumbbell Row",,"",0,"normal",15,15,,
"Pull workout 1","18 Aug 2021, 13:20","18 Aug 2021, 14:27","","Dumbbell Row",,"",1,"normal",15,15,,
"Pull workout 1","18 Aug 2021, 13:20","18 Aug 2021, 14:27","","Dumbbell Row",,"",2,"normal",15,15,,
"Pull workout 1","18 Aug 2021, 13:20","18 Aug 2021, 14:27","","Dumbbell Row",,"",3,"normal",15,15,,
"Pull workout 1","18 Aug 2021, 13:20","18 Aug 2021, 14:27","","Dumbbell Row",,"",4,"normal",15,12,,
"Pull workout 1","18 Aug 2021, 13:20","18 Aug 2021, 14:27","","Dumbbell Row",,"",5,"normal",15,12,,
"Pull workout 1","18 Aug 2021, 13:20","18 Aug 2021, 14:27","","Side Bend (Dumbbell)",,"",0,"normal",15,20,,
"Pull workout 1","18 Aug 2021, 13:20","18 Aug 2021, 14:27","","Side Bend (Dumbbell)",,"",1,"normal",15,20,,
"Pull workout 1","18 Aug 2021, 13:20","18 Aug 2021, 14:27","","Side Bend (Dumbbell)",,"",2,"normal",20,15,,
"Pull workout 1","18 Aug 2021, 13:20","18 Aug 2021, 14:27","","Side Bend (Dumbbell)",,"",3,"normal",20,15,,
"Push workout 1 and abs","17 Aug 2021, 15:56","17 Aug 2021, 16:59","","Treadmill",,"",0,"normal",,,,600
"Push workout 1 and abs","17 Aug 2021, 15:56","17 Aug 2021, 16:59","","Stretching",,"I’m",0,"normal",,,,480
"Push workout 1 and abs","17 Aug 2021, 15:56","17 Aug 2021, 16:59","","Boat Pose to Low Boat",,"",0,"normal",,5,,
"Push workout 1 and abs","17 Aug 2021, 15:56","17 Aug 2021, 16:59","","Boat Pose to Low Boat",,"",1,"normal",,5,,
"Push workout 1 and abs","17 Aug 2021, 15:56","17 Aug 2021, 16:59","","Heel Taps",0,"",0,"normal",,24,,
"Push workout 1 and abs","17 Aug 2021, 15:56","17 Aug 2021, 16:59","","Heel Taps",0,"",1,"normal",,30,,
"Push workout 1 and abs","17 Aug 2021, 15:56","17 Aug 2021, 16:59","","Heel Taps",0,"",2,"normal",,26,,
"Push workout 1 and abs","17 Aug 2021, 15:56","17 Aug 2021, 16:59","","Bicycle Crunch Raised Legs",0,"",0,"normal",,30,,
"Push workout 1 and abs","17 Aug 2021, 15:56","17 Aug 2021, 16:59","","Bicycle Crunch Raised Legs",0,"",1,"normal",,24,,
"Push workout 1 and abs","17 Aug 2021, 15:56","17 Aug 2021, 16:59","","Bicycle Crunch Raised Legs",0,"",2,"normal",,22,,
"Push workout 1 and abs","17 Aug 2021, 15:56","17 Aug 2021, 16:59","","Leg Raise Parallel Bars",,"",0,"normal",,12,,
"Push workout 1 and abs","17 Aug 2021, 15:56","17 Aug 2021, 16:59","","Leg Raise Parallel Bars",,"",1,"normal",,12,,
"Push workout 1 and abs","17 Aug 2021, 15:56","17 Aug 2021, 16:59","","Leg Raise Parallel Bars",,"",2,"normal",,10,,
"Push workout 1 and abs","17 Aug 2021, 15:56","17 Aug 2021, 16:59","","Bench Press (Dumbbell)",,"",0,"normal",30,20,,
"Push workout 1 and abs","17 Aug 2021, 15:56","17 Aug 2021, 16:59","","Bench Press (Dumbbell)",,"",1,"normal",30,20,,
"Push workout 1 and abs","17 Aug 2021, 15:56","17 Aug 2021, 16:59","","Bench Press (Dumbbell)",,"",2,"normal",30,20,,
"Push workout 1 and abs","17 Aug 2021, 15:56","17 Aug 2021, 16:59","","Incline Bench Press (Dumbbell)",,"",0,"normal",30,13,,
"Push workout 1 and abs","17 Aug 2021, 15:56","17 Aug 2021, 16:59","","Incline Bench Press (Dumbbell)",,"",1,"normal",30,13,,
"Push workout 1 and abs","17 Aug 2021, 15:56","17 Aug 2021, 16:59","","Incline Bench Press (Dumbbell)",,"",2,"normal",30,12,,
"Push workout 1 and abs","17 Aug 2021, 15:56","17 Aug 2021, 16:59","","Shoulder Press (Dumbbell)",,"",0,"normal",30,14,,
"Push workout 1 and abs","17 Aug 2021, 15:56","17 Aug 2021, 16:59","","Shoulder Press (Dumbbell)",,"",1,"normal",30,14,,
"Push workout 1 and abs","17 Aug 2021, 15:56","17 Aug 2021, 16:59","","Shoulder Press (Dumbbell)",,"",2,"normal",30,11,,
"Push workout 1 and abs","17 Aug 2021, 15:56","17 Aug 2021, 16:59","","Lateral Raise (Dumbbell)",,"",0,"normal",20,12,,
"Push workout 1 and abs","17 Aug 2021, 15:56","17 Aug 2021, 16:59","","Lateral Raise (Dumbbell)",,"",1,"normal",20,12,,
"Push workout 1 and abs","17 Aug 2021, 15:56","17 Aug 2021, 16:59","","Lateral Raise (Dumbbell)",,"",2,"normal",20,10,,
"Push workout 1 and abs","17 Aug 2021, 15:56","17 Aug 2021, 16:59","","Skullcrusher (Barbell)",,"",0,"normal",20,20,,
"Push workout 1 and abs","17 Aug 2021, 15:56","17 Aug 2021, 16:59","","Skullcrusher (Barbell)",,"",1,"normal",20,18,,
"Push workout 1 and abs","17 Aug 2021, 15:56","17 Aug 2021, 16:59","","Skullcrusher (Barbell)",,"",2,"normal",30,16,,
"Push workout 1 and abs","17 Aug 2021, 15:56","17 Aug 2021, 16:59","","Bench Dip",,"",0,"normal",,12,,
"Push workout 1 and abs","17 Aug 2021, 15:56","17 Aug 2021, 16:59","","Bench Dip",,"",1,"normal",,12,,
"Push workout 1 and abs","17 Aug 2021, 15:56","17 Aug 2021, 16:59","","Bench Dip",,"",2,"normal",,9,,
"Yoga 🧘🏻‍♀️","17 Aug 2021, 14:22","17 Aug 2021, 14:52","","Yoga",,"Yoga in the park practice",0,"normal",,,,1800
"Leg day A","15 Aug 2021, 20:28","15 Aug 2021, 21:39","","Stretching",,"",0,"normal",,,,513
"Leg day A","15 Aug 2021, 20:28","15 Aug 2021, 21:39","","Squat (Barbell)",,"",0,"normal",40,14,,
"Leg day A","15 Aug 2021, 20:28","15 Aug 2021, 21:39","","Squat (Barbell)",,"",1,"normal",40,12,,
"Leg day A","15 Aug 2021, 20:28","15 Aug 2021, 21:39","","Squat (Barbell)",,"",2,"normal",40,12,,
"Leg day A","15 Aug 2021, 20:28","15 Aug 2021, 21:39","","Goblet Squat",,"",0,"normal",10,12,,
"Leg day A","15 Aug 2021, 20:28","15 Aug 2021, 21:39","","Goblet Squat",,"",1,"normal",10,12,,
"Leg day A","15 Aug 2021, 20:28","15 Aug 2021, 21:39","","Goblet Squat",,"",2,"normal",10,12,,
"Leg day A","15 Aug 2021, 20:28","15 Aug 2021, 21:39","","Hip Thrust (Barbell)",,"",0,"normal",30,18,,
"Leg day A","15 Aug 2021, 20:28","15 Aug 2021, 21:39","","Hip Thrust (Barbell)",,"",1,"normal",30,20,,
"Leg day A","15 Aug 2021, 20:28","15 Aug 2021, 21:39","","Hip Thrust (Barbell)",,"",2,"normal",30,16,,
"Leg day A","15 Aug 2021, 20:28","15 Aug 2021, 21:39","","Leg Press Horizontal (Machine)",,"",0,"normal",110,20,,
"Leg day A","15 Aug 2021, 20:28","15 Aug 2021, 21:39","","Leg Press Horizontal (Machine)",,"",1,"normal",110,18,,
"Leg day A","15 Aug 2021, 20:28","15 Aug 2021, 21:39","","Leg Press Horizontal (Machine)",,"",2,"normal",120,15,,
"Leg day A","15 Aug 2021, 20:28","15 Aug 2021, 21:39","","Leg Extension (Machine)",,"",0,"normal",80,20,,
"Leg day A","15 Aug 2021, 20:28","15 Aug 2021, 21:39","","Leg Extension (Machine)",,"",1,"normal",85,17,,
"Leg day A","15 Aug 2021, 20:28","15 Aug 2021, 21:39","","Leg Extension (Machine)",,"",2,"normal",85,15,,
"Leg day A","15 Aug 2021, 20:28","15 Aug 2021, 21:39","","Lateral Lunge",,"",0,"normal",,16,,
"Leg day A","15 Aug 2021, 20:28","15 Aug 2021, 21:39","","Lateral Lunge",,"",1,"normal",,16,,
"Leg day A","15 Aug 2021, 20:28","15 Aug 2021, 21:39","","Lateral Lunge",,"",2,"normal",,16,,
"Leg day A","15 Aug 2021, 20:28","15 Aug 2021, 21:39","","Single Leg Glute Bridge",,"",0,"normal",,10,,
"Leg day A","15 Aug 2021, 20:28","15 Aug 2021, 21:39","","Single Leg Glute Bridge",,"",1,"normal",,10,,
"Leg day A","15 Aug 2021, 20:28","15 Aug 2021, 21:39","","Single Leg Glute Bridge",,"",2,"normal",,10,,
"Leg day A","15 Aug 2021, 20:28","15 Aug 2021, 21:39","","Single Leg Glute Bridge",,"",3,"normal",,10,,
"Leg day A","15 Aug 2021, 20:28","15 Aug 2021, 21:39","","Single Leg Glute Bridge",,"",4,"normal",,10,,
"Leg day A","15 Aug 2021, 20:28","15 Aug 2021, 21:39","","Single Leg Glute Bridge",,"",5,"normal",,10,,
"Leg day A","15 Aug 2021, 20:28","15 Aug 2021, 21:39","","Glute Kickback on Floor",,"15 kickbacks 10 side kick each set",0,"normal",,25,,
"Leg day A","15 Aug 2021, 20:28","15 Aug 2021, 21:39","","Glute Kickback on Floor",,"15 kickbacks 10 side kick each set",1,"normal",,25,,
"Leg day A","15 Aug 2021, 20:28","15 Aug 2021, 21:39","","Glute Kickback on Floor",,"15 kickbacks 10 side kick each set",2,"normal",,25,,
"Leg day A","15 Aug 2021, 20:28","15 Aug 2021, 21:39","","Glute Kickback on Floor",,"15 kickbacks 10 side kick each set",3,"normal",,25,,
"Leg day A","15 Aug 2021, 20:28","15 Aug 2021, 21:39","","Glute Kickback on Floor",,"15 kickbacks 10 side kick each set",4,"normal",,25,,
"Leg day A","15 Aug 2021, 20:28","15 Aug 2021, 21:39","","Glute Kickback on Floor",,"15 kickbacks 10 side kick each set",5,"normal",,25,,
"Leg day A","15 Aug 2021, 20:28","15 Aug 2021, 21:39","","Stretching",,"",0,"normal",,,,575
"Yoga in the park 🧘🏻‍♀️🌳","12 Aug 2021, 19:43","12 Aug 2021, 20:43","","Yoga",,"Yoga in the park",0,"normal",,,,3600
"Yoga 🧘🏻‍♀️","12 Aug 2021, 15:15","12 Aug 2021, 15:51","","Yoga",,"Yin: full body",0,"normal",,,,2177
"Pull workout 1- sibling workout 🥳","10 Aug 2021, 20:31","10 Aug 2021, 21:56","","Treadmill",,"",0,"normal",,,,600
"Pull workout 1- sibling workout 🥳","10 Aug 2021, 20:31","10 Aug 2021, 21:56","","Stretching",,"",0,"normal",,,,4524
"Pull workout 1- sibling workout 🥳","10 Aug 2021, 20:31","10 Aug 2021, 21:56","","Back Extension (Machine)",,"",0,"normal",145,30,,
"Pull workout 1- sibling workout 🥳","10 Aug 2021, 20:31","10 Aug 2021, 21:56","","Back Extension (Machine)",,"",1,"normal",150,30,,
"Pull workout 1- sibling workout 🥳","10 Aug 2021, 20:31","10 Aug 2021, 21:56","","Back Extension (Machine)",,"",2,"normal",150,30,,
"Pull workout 1- sibling workout 🥳","10 Aug 2021, 20:31","10 Aug 2021, 21:56","","Seated Cable Row",,"",0,"normal",40,20,,
"Pull workout 1- sibling workout 🥳","10 Aug 2021, 20:31","10 Aug 2021, 21:56","","Seated Cable Row",,"",1,"normal",55,15,,
"Pull workout 1- sibling workout 🥳","10 Aug 2021, 20:31","10 Aug 2021, 21:56","","Seated Cable Row",,"",2,"normal",55,11,,
"Pull workout 1- sibling workout 🥳","10 Aug 2021, 20:31","10 Aug 2021, 21:56","","Lat Pulldown (Cable)",,"",0,"normal",65,12,,
"Pull workout 1- sibling workout 🥳","10 Aug 2021, 20:31","10 Aug 2021, 21:56","","Lat Pulldown (Cable)",,"",1,"normal",65,9,,
"Pull workout 1- sibling workout 🥳","10 Aug 2021, 20:31","10 Aug 2021, 21:56","","Lat Pulldown (Cable)",,"",2,"normal",65,6,,
"Pull workout 1- sibling workout 🥳","10 Aug 2021, 20:31","10 Aug 2021, 21:56","","Bent Over Row (Barbell)",,"",0,"normal",30,22,,
"Pull workout 1- sibling workout 🥳","10 Aug 2021, 20:31","10 Aug 2021, 21:56","","Bent Over Row (Barbell)",,"",1,"normal",30,21,,
"Pull workout 1- sibling workout 🥳","10 Aug 2021, 20:31","10 Aug 2021, 21:56","","Bent Over Row (Barbell)",,"",2,"normal",30,20,,
"Pull workout 1- sibling workout 🥳","10 Aug 2021, 20:31","10 Aug 2021, 21:56","","Bicep Curl (Barbell)",,"",0,"normal",30,14,,
"Pull workout 1- sibling workout 🥳","10 Aug 2021, 20:31","10 Aug 2021, 21:56","","Bicep Curl (Barbell)",,"",1,"normal",30,12,,
"Pull workout 1- sibling workout 🥳","10 Aug 2021, 20:31","10 Aug 2021, 21:56","","Bicep Curl (Barbell)",,"",2,"normal",30,11,,
"Pull workout 1- sibling workout 🥳","10 Aug 2021, 20:31","10 Aug 2021, 21:56","","Arnold Press (Dumbbell)",,"",0,"normal",20,22,,
"Pull workout 1- sibling workout 🥳","10 Aug 2021, 20:31","10 Aug 2021, 21:56","","Arnold Press (Dumbbell)",,"",1,"normal",20,16,,
"Pull workout 1- sibling workout 🥳","10 Aug 2021, 20:31","10 Aug 2021, 21:56","","Arnold Press (Dumbbell)",,"",2,"normal",30,9,,
"Pull workout 1- sibling workout 🥳","10 Aug 2021, 20:31","10 Aug 2021, 21:56","","Dumbbell Row",,"",0,"normal",15,15,,
"Pull workout 1- sibling workout 🥳","10 Aug 2021, 20:31","10 Aug 2021, 21:56","","Dumbbell Row",,"",1,"normal",15,15,,
"Pull workout 1- sibling workout 🥳","10 Aug 2021, 20:31","10 Aug 2021, 21:56","","Dumbbell Row",,"",2,"normal",15,15,,
"Pull workout 1- sibling workout 🥳","10 Aug 2021, 20:31","10 Aug 2021, 21:56","","Dumbbell Row",,"",3,"normal",15,15,,
"Pull workout 1- sibling workout 🥳","10 Aug 2021, 20:31","10 Aug 2021, 21:56","","Dumbbell Row",,"",4,"normal",15,12,,
"Pull workout 1- sibling workout 🥳","10 Aug 2021, 20:31","10 Aug 2021, 21:56","","Dumbbell Row",,"",5,"normal",15,12,,
"Yoga 🧘🏻‍♀️ chill time 😌","9 Aug 2021, 17:48","9 Aug 2021, 18:22","","Yoga",,"Yin: shoulders and arms",0,"normal",,,,2023
"Push workout 1 and abs","9 Aug 2021, 14:05","9 Aug 2021, 15:14","","Treadmill",,"",0,"normal",,,,600
"Push workout 1 and abs","9 Aug 2021, 14:05","9 Aug 2021, 15:14","","Stretching",,"",0,"normal",,,,480
"Push workout 1 and abs","9 Aug 2021, 14:05","9 Aug 2021, 15:14","","Leg Raise Parallel Bars",,"",0,"normal",,12,,
"Push workout 1 and abs","9 Aug 2021, 14:05","9 Aug 2021, 15:14","","Leg Raise Parallel Bars",,"",1,"normal",,12,,
"Push workout 1 and abs","9 Aug 2021, 14:05","9 Aug 2021, 15:14","","Leg Raise Parallel Bars",,"",2,"normal",,10,,
"Push workout 1 and abs","9 Aug 2021, 14:05","9 Aug 2021, 15:14","","Bench Press (Dumbbell)",,"",0,"normal",30,20,,
"Push workout 1 and abs","9 Aug 2021, 14:05","9 Aug 2021, 15:14","","Bench Press (Dumbbell)",,"",1,"normal",30,18,,
"Push workout 1 and abs","9 Aug 2021, 14:05","9 Aug 2021, 15:14","","Bench Press (Dumbbell)",,"",2,"normal",30,18,,
"Push workout 1 and abs","9 Aug 2021, 14:05","9 Aug 2021, 15:14","","Lateral Raise (Dumbbell)",,"",0,"normal",20,12,,
"Push workout 1 and abs","9 Aug 2021, 14:05","9 Aug 2021, 15:14","","Lateral Raise (Dumbbell)",,"",1,"normal",20,12,,
"Push workout 1 and abs","9 Aug 2021, 14:05","9 Aug 2021, 15:14","","Lateral Raise (Dumbbell)",,"",2,"normal",20,8,,
"Push workout 1 and abs","9 Aug 2021, 14:05","9 Aug 2021, 15:14","","Shoulder Press (Dumbbell)",,"",0,"normal",20,25,,
"Push workout 1 and abs","9 Aug 2021, 14:05","9 Aug 2021, 15:14","","Shoulder Press (Dumbbell)",,"",1,"normal",30,13,,
"Push workout 1 and abs","9 Aug 2021, 14:05","9 Aug 2021, 15:14","","Shoulder Press (Dumbbell)",,"",2,"normal",30,10,,
"Push workout 1 and abs","9 Aug 2021, 14:05","9 Aug 2021, 15:14","","Skullcrusher (Barbell)",,"",0,"normal",20,16,,
"Push workout 1 and abs","9 Aug 2021, 14:05","9 Aug 2021, 15:14","","Skullcrusher (Barbell)",,"",1,"normal",20,19,,
"Push workout 1 and abs","9 Aug 2021, 14:05","9 Aug 2021, 15:14","","Skullcrusher (Barbell)",,"",2,"normal",30,9,,
"Push workout 1 and abs","9 Aug 2021, 14:05","9 Aug 2021, 15:14","","Incline Bench Press (Dumbbell)",,"",0,"normal",30,15,,
"Push workout 1 and abs","9 Aug 2021, 14:05","9 Aug 2021, 15:14","","Incline Bench Press (Dumbbell)",,"",1,"normal",30,13,,
"Push workout 1 and abs","9 Aug 2021, 14:05","9 Aug 2021, 15:14","","Incline Bench Press (Dumbbell)",,"",2,"normal",30,12,,
"Push workout 1 and abs","9 Aug 2021, 14:05","9 Aug 2021, 15:14","","Triceps Rope Pushdown",,"",0,"normal",30,14,,
"Push workout 1 and abs","9 Aug 2021, 14:05","9 Aug 2021, 15:14","","Triceps Rope Pushdown",,"",1,"normal",30,11,,
"Push workout 1 and abs","9 Aug 2021, 14:05","9 Aug 2021, 15:14","","Triceps Rope Pushdown",,"",2,"normal",780,18,,
"Push workout 1 and abs","9 Aug 2021, 14:05","9 Aug 2021, 15:14","","Heel Taps",0,"",0,"normal",,24,,
"Push workout 1 and abs","9 Aug 2021, 14:05","9 Aug 2021, 15:14","","Heel Taps",0,"",1,"normal",,30,,
"Push workout 1 and abs","9 Aug 2021, 14:05","9 Aug 2021, 15:14","","Heel Taps",0,"",2,"normal",,26,,
"Push workout 1 and abs","9 Aug 2021, 14:05","9 Aug 2021, 15:14","","Bicycle Crunch Raised Legs",0,"",0,"normal",,30,,
"Push workout 1 and abs","9 Aug 2021, 14:05","9 Aug 2021, 15:14","","Bicycle Crunch Raised Legs",0,"",1,"normal",,24,,
"Push workout 1 and abs","9 Aug 2021, 14:05","9 Aug 2021, 15:14","","Bicycle Crunch Raised Legs",0,"",2,"normal",,22,,
"Push workout 1 and abs","9 Aug 2021, 14:05","9 Aug 2021, 15:14","","Boat Pose to Low Boat",,"",0,"normal",,5,,
"Leg day B","8 Aug 2021, 20:18","8 Aug 2021, 21:22","","Treadmill",,"",0,"normal",,,,600
"Leg day B","8 Aug 2021, 20:18","8 Aug 2021, 21:22","","Stretching",,"",0,"normal",,,,625
"Leg day B","8 Aug 2021, 20:18","8 Aug 2021, 21:22","","Romanian Deadlift (Barbell)",,"",0,"normal",40,18,,
"Leg day B","8 Aug 2021, 20:18","8 Aug 2021, 21:22","","Romanian Deadlift (Barbell)",,"",1,"normal",40,20,,
"Leg day B","8 Aug 2021, 20:18","8 Aug 2021, 21:22","","Romanian Deadlift (Barbell)",,"",2,"normal",50,15,,
"Leg day B","8 Aug 2021, 20:18","8 Aug 2021, 21:22","","Good Morning (Barbell)",,"",0,"normal",40,14,,
"Leg day B","8 Aug 2021, 20:18","8 Aug 2021, 21:22","","Good Morning (Barbell)",,"",1,"normal",40,11,,
"Leg day B","8 Aug 2021, 20:18","8 Aug 2021, 21:22","","Good Morning (Barbell)",,"",2,"normal",40,10,,
"Leg day B","8 Aug 2021, 20:18","8 Aug 2021, 21:22","","Glute Ham Raise",,"",0,"normal",,25,,
"Leg day B","8 Aug 2021, 20:18","8 Aug 2021, 21:22","","Glute Ham Raise",,"",1,"normal",,23,,
"Leg day B","8 Aug 2021, 20:18","8 Aug 2021, 21:22","","Glute Ham Raise",,"",2,"normal",,20,,
"Leg day B","8 Aug 2021, 20:18","8 Aug 2021, 21:22","","Calf Extension (Machine)",,"",0,"normal",85,20,,
"Leg day B","8 Aug 2021, 20:18","8 Aug 2021, 21:22","","Calf Extension (Machine)",,"",1,"normal",85,25,,
"Leg day B","8 Aug 2021, 20:18","8 Aug 2021, 21:22","","Calf Extension (Machine)",,"",2,"normal",85,25,,
"Leg day B","8 Aug 2021, 20:18","8 Aug 2021, 21:22","","Seated Leg Curl (Machine)",,"",0,"normal",85,20,,
"Leg day B","8 Aug 2021, 20:18","8 Aug 2021, 21:22","","Seated Leg Curl (Machine)",,"",1,"normal",90,15,,
"Leg day B","8 Aug 2021, 20:18","8 Aug 2021, 21:22","","Seated Leg Curl (Machine)",,"",2,"normal",90,13,,
"Leg day B","8 Aug 2021, 20:18","8 Aug 2021, 21:22","","Single Leg Standing Calf Raise",,"",0,"normal",,15,,
"Leg day B","8 Aug 2021, 20:18","8 Aug 2021, 21:22","","Single Leg Standing Calf Raise",,"",1,"normal",,15,,
"Leg day B","8 Aug 2021, 20:18","8 Aug 2021, 21:22","","Single Leg Standing Calf Raise",,"",2,"normal",,15,,
"Leg day B","8 Aug 2021, 20:18","8 Aug 2021, 21:22","","Single Leg Standing Calf Raise",,"",3,"normal",,15,,
"Leg day B","8 Aug 2021, 20:18","8 Aug 2021, 21:22","","Standing Calf Raise",,"",0,"normal",,30,,
"Leg day B","8 Aug 2021, 20:18","8 Aug 2021, 21:22","","Standing Calf Raise",,"",1,"normal",,30,,
"Leg day B","8 Aug 2021, 20:18","8 Aug 2021, 21:22","","Standing Calf Raise",,"",2,"normal",,30,,
"Yoga 🧘🏻‍♀️","7 Aug 2021, 20:13","7 Aug 2021, 21:20","","Yoga",,"Inner devotion",0,"normal",,,,4012
"Pull workout 1","4 Aug 2021, 19:50","4 Aug 2021, 21:01","","Treadmill",,"",0,"normal",,,,660
"Pull workout 1","4 Aug 2021, 19:50","4 Aug 2021, 21:01","","Stretching",,"",0,"normal",,,,720
"Pull workout 1","4 Aug 2021, 19:50","4 Aug 2021, 21:01","","Back Extension (Machine)",,"",0,"normal",140,30,,
"Pull workout 1","4 Aug 2021, 19:50","4 Aug 2021, 21:01","","Back Extension (Machine)",,"",1,"normal",145,30,,
"Pull workout 1","4 Aug 2021, 19:50","4 Aug 2021, 21:01","","Back Extension (Machine)",,"",2,"normal",150,30,,
"Pull workout 1","4 Aug 2021, 19:50","4 Aug 2021, 21:01","","Bicep Curl (Barbell)",,"",0,"normal",30,12,,
"Pull workout 1","4 Aug 2021, 19:50","4 Aug 2021, 21:01","","Bicep Curl (Barbell)",,"",1,"normal",30,12,,
"Pull workout 1","4 Aug 2021, 19:50","4 Aug 2021, 21:01","","Bicep Curl (Barbell)",,"",2,"normal",30,10,,
"Pull workout 1","4 Aug 2021, 19:50","4 Aug 2021, 21:01","","Chest Fly (Dumbbell)",,"",0,"normal",20,12,,
"Pull workout 1","4 Aug 2021, 19:50","4 Aug 2021, 21:01","","Chest Fly (Dumbbell)",,"",1,"normal",20,12,,
"Pull workout 1","4 Aug 2021, 19:50","4 Aug 2021, 21:01","","Chest Fly (Dumbbell)",,"",2,"normal",20,10,,
"Pull workout 1","4 Aug 2021, 19:50","4 Aug 2021, 21:01","","Bent Over Row (Barbell)",,"",0,"normal",30,19,,
"Pull workout 1","4 Aug 2021, 19:50","4 Aug 2021, 21:01","","Bent Over Row (Barbell)",,"",1,"normal",30,20,,
"Pull workout 1","4 Aug 2021, 19:50","4 Aug 2021, 21:01","","Bent Over Row (Barbell)",,"",2,"normal",30,21,,
"Pull workout 1","4 Aug 2021, 19:50","4 Aug 2021, 21:01","","Arnold Press (Dumbbell)",,"",0,"normal",20,18,,
"Pull workout 1","4 Aug 2021, 19:50","4 Aug 2021, 21:01","","Arnold Press (Dumbbell)",,"",1,"normal",20,15,,
"Pull workout 1","4 Aug 2021, 19:50","4 Aug 2021, 21:01","","Arnold Press (Dumbbell)",,"",2,"normal",20,14,,
"Pull workout 1","4 Aug 2021, 19:50","4 Aug 2021, 21:01","","Dumbbell Row",,"",0,"normal",15,15,,
"Pull workout 1","4 Aug 2021, 19:50","4 Aug 2021, 21:01","","Dumbbell Row",,"",1,"normal",15,15,,
"Pull workout 1","4 Aug 2021, 19:50","4 Aug 2021, 21:01","","Dumbbell Row",,"",2,"normal",15,12,,
"Pull workout 1","4 Aug 2021, 19:50","4 Aug 2021, 21:01","","Dumbbell Row",,"",3,"normal",15,12,,
"Pull workout 1","4 Aug 2021, 19:50","4 Aug 2021, 21:01","","Dumbbell Row",,"",4,"normal",15,12,,
"Pull workout 1","4 Aug 2021, 19:50","4 Aug 2021, 21:01","","Dumbbell Row",,"",5,"normal",15,12,,
"Pull workout 1","4 Aug 2021, 19:50","4 Aug 2021, 21:01","","Seated Cable Row",,"",0,"normal",40,20,,
"Pull workout 1","4 Aug 2021, 19:50","4 Aug 2021, 21:01","","Seated Cable Row",,"",1,"normal",55,14,,
"Pull workout 1","4 Aug 2021, 19:50","4 Aug 2021, 21:01","","Seated Cable Row",,"",2,"normal",55,10,,
"Push workout 1 and abs","3 Aug 2021, 20:42","3 Aug 2021, 21:55","","Treadmill",,"",0,"normal",,,,660
"Push workout 1 and abs","3 Aug 2021, 20:42","3 Aug 2021, 21:55","","Stretching",,"",0,"normal",,,,765
"Push workout 1 and abs","3 Aug 2021, 20:42","3 Aug 2021, 21:55","","Heel Taps",0,"",0,"normal",,30,,
"Push workout 1 and abs","3 Aug 2021, 20:42","3 Aug 2021, 21:55","","Heel Taps",0,"",1,"normal",,30,,
"Push workout 1 and abs","3 Aug 2021, 20:42","3 Aug 2021, 21:55","","Heel Taps",0,"",2,"normal",,26,,
"Push workout 1 and abs","3 Aug 2021, 20:42","3 Aug 2021, 21:55","","Bicycle Crunch Raised Legs",0,"",0,"normal",,30,,
"Push workout 1 and abs","3 Aug 2021, 20:42","3 Aug 2021, 21:55","","Bicycle Crunch Raised Legs",0,"",1,"normal",,30,,
"Push workout 1 and abs","3 Aug 2021, 20:42","3 Aug 2021, 21:55","","Bicycle Crunch Raised Legs",0,"",2,"normal",,22,,
"Push workout 1 and abs","3 Aug 2021, 20:42","3 Aug 2021, 21:55","","Boat Pose to Low Boat",,"",0,"normal",,6,,
"Push workout 1 and abs","3 Aug 2021, 20:42","3 Aug 2021, 21:55","","Leg Raise Parallel Bars",,"",0,"normal",,12,,
"Push workout 1 and abs","3 Aug 2021, 20:42","3 Aug 2021, 21:55","","Leg Raise Parallel Bars",,"",1,"normal",,10,,
"Push workout 1 and abs","3 Aug 2021, 20:42","3 Aug 2021, 21:55","","Leg Raise Parallel Bars",,"",2,"normal",,9,,
